1	112
1	853
1	969
2	124
2	286
2	306
3	177
3	547
3	594
4	411
4	442
4	804
5	455
5	488
5	736
6	347
6	885
6	926
7	732
7	742
7	845
8	268
8	646
8	729
9	41
9	99
9	688
10	296
10	573
10	929
11	717
11	890
11	999
12	569
12	585
12	882
13	634
13	744
13	775
14	154
14	835
14	961
15	225
15	241
15	819
16	840
16	880
16	951
17	89
17	349
17	825
18	30
18	215
18	236
19	577
19	639
19	764
20	279
20	486
20	977
21	244
21	745
21	859
22	290
22	835
22	855
23	189
23	524
23	833
24	917
24	922
24	944
25	605
25	956
25	993
26	133
26	218
26	250
27	93
27	291
27	603
28	801
28	815
29	878
29	910
29	962
30	18
30	215
30	236
31	135
31	353
32	795
32	851
32	907
33	718
33	806
33	822
34	114
34	140
34	996
35	537
35	580
35	622
36	720
36	882
36	911
37	457
37	828
37	991
38	69
38	651
38	823
39	481
39	712
39	762
40	465
40	882
40	911
41	9
41	99
41	793
42	482
42	621
42	746
43	368
43	383
43	739
44	693
44	720
44	911
45	336
45	906
45	988
46	351
46	707
46	920
47	773
47	810
47	811
48	790
48	893
48	991
49	656
49	824
49	839
50	212
50	647
50	768
51	708
51	859
51	872
52	504
52	926
52	1000
53	552
53	664
53	758
54	478
54	831
54	1000
55	700
55	876
55	925
56	180
56	457
56	991
57	119
57	149
57	213
58	744
58	775
58	913
59	121
59	921
59	986
60	783
60	880
60	967
61	98
61	148
61	537
62	895
62	935
62	976
63	590
63	771
63	782
63	959
63	962
64	622
64	680
64	760
65	950
65	965
65	980
66	715
66	766
66	986
67	339
67	666
67	789
68	70
68	107
68	823
69	38
69	527
69	823
70	68
70	107
70	509
71	852
71	987
71	992
72	820
72	907
72	944
73	169
73	649
73	714
74	412
74	738
74	888
75	120
75	180
75	457
76	368
76	937
76	989
77	246
77	604
77	707
78	198
78	904
78	979
79	229
79	294
79	408
80	509
80	734
80	858
81	979
81	983
81	990
82	510
82	563
82	771
83	637
83	839
83	997
84	501
84	533
84	739
85	693
85	799
85	814
86	639
86	953
86	974
87	722
87	936
87	998
88	187
88	414
88	892
89	17
89	349
89	825
90	807
90	986
90	987
91	431
92	232
92	840
92	951
93	27
93	248
93	603
94	772
94	933
94	955
95	964
95	988
95	993
96	440
96	853
96	935
97	798
97	891
97	943
98	61
98	148
98	952
99	9
99	41
99	512
100	928
100	963
100	977
101	233
101	541
101	847
102	310
102	821
102	892
103	158
103	563
103	771
104	239
104	964
104	993
105	715
105	766
105	858
106	134
106	374
106	399
107	68
107	70
107	674
108	506
108	597
108	653
109	572
109	647
109	657
110	518
110	831
110	953
111	446
111	845
111	901
112	1
112	898
112	969
113	344
113	400
113	543
114	34
114	140
114	282
115	356
115	776
115	942
116	212
116	771
116	912
116	943
117	317
117	340
117	682
118	492
118	938
118	948
119	57
119	149
119	391
120	75
120	145
120	855
121	59
121	431
121	948
122	657
122	818
122	822
122	920
122	951
123	799
123	814
123	950
124	2
124	286
124	770
125	558
125	680
125	879
126	330
126	801
126	815
127	540
127	963
127	977
128	382
128	653
128	736
128	975
128	995
129	573
129	737
129	939
130	724
130	926
130	997
131	238
131	315
131	453
132	506
132	653
132	992
133	26
133	900
133	960
134	106
134	236
134	362
135	31
135	353
136	537
136	580
136	824
137	455
137	743
137	786
138	649
138	949
138	992
139	794
139	906
139	964
140	34
140	114
140	275
141	595
141	921
141	986
142	192
142	251
142	496
143	478
143	814
143	858
143	944
143	952
144	206
144	287
144	756
145	120
145	147
145	981
146	666
146	878
146	910
147	145
147	928
147	955
147	978
147	996
148	61
148	98
148	399
149	57
149	119
149	213
150	956
150	964
150	988
151	159
151	202
151	435
152	312
152	334
152	463
153	201
153	258
153	692
154	14
154	930
154	961
155	191
155	597
155	658
155	988
156	861
156	897
156	940
157	396
157	682
157	867
158	103
158	536
