1	77 
2	55 
3	59 
4	7 
5	56 
6	10 
7	55 
8	53 
9	84 
10	14 
11	88 
12	32 
13	84 
14	2 
15	108 
16	14 
17	110 
18	72 
19	3 
20	94 
21	20 
22	74 
23	30 
24	100 
25	50 
26	106 
27	38 
28	3 
29	37 
30	95 
31	32 
32	19 
33	48 
34	69 
35	24 
36	65 
37	12 
38	74 
39	66 
40	81 
41	33 
42	45 
43	24 
44	25 73 
45	81 
46	67 
47	93 
48	33 111 
49	88 
50	25 
51	47 
52	1 
53	91 
54	20 
55	100 
56	35 
57	89 
58	66 
59	91 
60	4 
61	8 
62	30 
63	50 
64	102 
65	102 
66	99 
67	26 
68	94 
69	5 
70	36 
71	86 
72	69 
73	22 
74	37 
75	48 
76	6 
77	34 
78	18 
79	82 
80	105 
81	63 
82	75 
83	52 
84	36 
85	82 
86	53 
87	54 
88	51 
89	40 
90	7 
91	15 
92	68 
93	18 
94	55 
95	67 
96	29 
97	6 
98	3 
99	57 
100	81 
101	70 
102	13 
103	26 
104	96 
105	5 
106	101 
107	108 
108	96 
109	78 
110	15 
111	45 
112	11 
113	25 
114	15 
115	25 
116	40 
117	104 
118	60 
119	58 
120	63 
121	64 
122	80 
123	97 
124	8 
125	68 
126	14 
127	83 
128	22 
129	25 
130	73 
131	63 
132	28 
133	62 
134	33 
135	80 
136	60 
137	42 
138	107 
139	36 
140	17 
141	54 
142	78 
143	52 
144	46 
145	38 
146	64 
147	10 
148	102 
149	98 
150	77 
151	44 
152	60 
153	17 
154	55 
155	101 
156	94 
157	87 
158	51 
159	2 
160	98 
161	55 
162	47 
163	14 
164	103 
165	83 
166	96 
167	93 
168	100 
169	54 
170	99 
171	36 
172	38 
173	56 
174	110 
175	98 
176	12 
177	110 
178	34 
179	87 
180	58 
181	30 
182	67 
183	71 
184	50 
185	40 
186	19 50 
187	20 
188	72 
189	20 
190	21 
191	98 
192	1 
193	58 
194	48 
195	72 
196	5 
197	72 
198	6 
199	16 
200	85 
201	56 
202	18 
203	17 
204	82 
205	41 
206	86 
207	38 
208	68 
209	35 
210	76 
211	58 
212	96 
213	107 
214	66 
215	78 
216	37 
217	103 
218	20 
219	23 
220	53 
221	11 
222	43 
223	41 
224	34 
225	9 
226	21 
227	84 
228	109 
229	43 
230	32 
231	60 
232	49 
233	106 
234	70 
235	28 
236	109 
237	53 
238	29 
239	78 
240	110 
241	53 
242	27 
243	85 
244	100 
245	90 
246	88 
247	107 
248	81 
249	10 
250	48 
251	69 
252	111 
253	105 
254	27 
255	87 
256	33 
257	112 
258	109 
259	20 
260	103 
261	29 
262	12 
263	8 
264	74 
265	10 
266	104 
267	98 
268	4 
269	24 
270	33 
271	76 
272	13 
273	15 
274	43 
275	32 
276	47 
277	95 
278	11 
279	77 
280	58 
281	74 
282	16 
283	57 
284	38 
285	12 
286	42 
287	48 
288	12 
289	88 
290	28 
291	51 
292	25 
293	36 
294	105 
295	41 
296	90 
297	55 
298	104 
299	105 
300	39 
301	54 
302	71 
303	99 
304	83 
305	97 
306	60 
307	98 
308	20 
309	99 
310	35 
311	26 
312	7 
313	106 
314	33 
315	95 
316	101 
317	7 
318	109 
319	87 
320	83 
321	73 
322	95 
323	94 
324	100 
325	67 
326	80 
327	19 
328	46 
329	2 
330	52 
331	61 
332	19 
333	49 
334	19 
335	79 
336	91 
337	57 
338	39 
339	86 
340	21 
341	86 
342	23 
343	51 
344	22 
345	78 
346	59 
347	78 
348	88 
349	76 
350	56 
351	81 
352	25 
353	73 
354	72 
355	89 
356	103 
357	14 
358	69 
359	79 
360	5 
361	1 
362	107 
363	112 
364	84 
365	43 
366	86 
367	14 
368	88 
369	101 
370	102 
371	91 
372	27 
373	8 
374	41 
375	28 
376	92 
377	97 
378	37 
379	105 
380	19 
381	75 
382	100 
383	93 
384	86 
385	104 
386	39 
387	63 
388	50 
389	92 
390	97 
391	46 
392	86 
393	41 
394	77 
395	49 
396	27 
397	97 
398	103 
399	57 
400	88 
401	35 
402	85 
403	26 
404	49 
405	42 
406	102 
407	92 
408	46 
409	100 
410	30 
411	19 
412	90 
413	18 
414	111 
415	52 
416	18 
417	80 
418	75 
419	85 
420	24 
421	78 
422	76 
423	64 
424	66 
425	27 
426	55 
427	75 
428	37 
429	95 
430	93 
431	18 
432	50 
433	3 
434	70 
435	76 
436	85 
437	57 
438	23 
439	24 
440	29 
441	30 
442	7 
443	95 
444	60 
445	108 
446	82 
447	47 
448	83 
449	112 
450	8 
451	52 
452	47 
453	41 
454	34 
455	28 
456	74 
457	21 
458	110 
459	40 
460	35 
461	89 
462	93 
463	94 
464	90 
465	32 
466	23 
467	13 
468	106 
469	59 
470	102 
471	31 
472	42 
473	25 
474	51 
475	61 
476	31 
477	90 
478	10 
479	39 
480	36 
481	18 
482	106 
483	82 
484	49 
485	24 
486	17 
487	70 
488	52 
489	59 
490	59 
491	94 
492	61 
493	15 
494	108 
495	89 
496	64 
497	57 
498	109 
499	6 
500	107 
501	107 
502	34 
503	16 
504	35 
505	104 
506	40 
507	81 
508	44 
509	47 
510	50 
511	101 
512	11 
513	57 
514	100 
515	36 
516	70 
517	82 
518	21 
519	61 
520	63 
521	67 
522	6 
523	54 
524	13 
525	42 
526	23 
527	111 
528	9 
529	63 
530	45 
531	66 
532	6 
533	56 
534	28 
535	97 
536	112 
537	90 
538	26 
539	43 
540	71 
541	100 
542	96 
543	84 
544	73 
545	81 
546	6 
547	112 
548	71 
549	66 
550	27 
551	100 
552	105 
553	27 
554	75 
555	64 
556	103 
557	37 
558	89 
559	9 
560	52 
561	91 
562	16 
563	4 
564	57 
565	73 
566	55 
567	38 
568	40 
569	108 
570	38 
571	36 
572	47 
573	11 
574	46 
575	43 
576	41 
577	11 
578	14 
579	22 
580	109 
581	49 
582	51 
583	44 
584	63 
585	74 
586	65 
587	49 
588	13 
589	16 
590	77 
591	16 
592	29 
593	59 
594	23 
595	49 
596	105 
597	28 
598	28 
599	68 
600	26 
601	43 
602	39 
603	44 
604	9 
605	57 
606	100 
607	87 
608	105 
609	96 
610	9 
611	60 
612	28 
613	22 
614	45 
615	44 
616	53 
617	36 
618	92 
619	1 
620	55 
621	7 
622	55 
623	56 
624	65 
625	9 
626	21 
627	57 
628	91 104 
629	84 
630	79 
631	18 
632	28 
633	97 
634	47 
635	101 
636	17 
637	43 
638	62 
639	108 
640	64 
641	21 
642	43 
643	34 
644	4 
645	54 
646	28 
647	89 
648	30 
649	61 
650	36 
651	96 
652	13 
653	39 
654	23 
655	47 
656	93 
657	71 
658	25 
659	56 
660	43 
661	104 
662	69 
663	62 
664	36 
665	17 
666	71 
667	39 
668	46 
669	26 
670	86 87 
671	19 
672	1 
673	13 
674	44 
675	109 
676	3 
677	89 
678	86 
679	7 
680	85 
681	87 
682	95 
683	26 
684	28 
685	74 
686	3 
687	4 
688	85 
689	31 
690	3 
691	31 
692	57 
693	110 
694	73 
695	79 
696	102 
697	99 
698	1 
699	47 
700	82 
701	32 
702	73 
703	47 
704	4 
705	89 
706	74 
707	65 
708	45 
709	44 
710	69 
711	13 
712	54 
713	89 
714	92 
715	83 
716	31 
717	36 
718	47 
719	69 
720	60 
721	61 
722	96 
723	45 
724	5 
725	46 
726	104 
727	86 
728	30 
729	65 
730	77 
731	21 
732	77 
733	16 
734	38 
735	110 
736	63 
737	49 
738	47 
739	54 79 
740	33 
741	56 
742	109 
743	10 
744	1 40 
745	4 
746	17 
747	18 111 
748	5 
749	31 
750	82 
751	32 
752	32 
753	107 
754	83 
755	38 
756	83 
757	45 
758	109 
759	83 
760	7 
761	54 
762	18 
763	56 
764	5 
765	10 
766	92 
767	101 
768	28 
769	33 
770	31 
771	4 
772	47 
773	109 
774	65 
775	89 
776	99 
777	2 80 
778	73 
779	33 109 
780	56 
781	10 
782	29 
783	96 
784	45 
785	89 
786	89 
787	43 
788	99 
789	99 
790	17 
791	77 
792	73 
793	65 
794	56 
795	60 
796	100 
797	37 
798	56 
799	92 
800	104 
801	107 
802	89 
803	60 
804	29 
805	78 
806	33 
807	18 
808	101 
809	43 
810	31 
811	43 
812	73 
813	109 
814	13 
815	37 
816	19 
817	62 
818	37 
819	62 
820	65 
821	107 
822	5 
823	18 
824	57 
825	74 
826	98 
827	22 
828	25 
829	107 
830	18 
831	78 
832	86 
833	5 
834	79 
835	62 
836	18 
837	57 86 
838	98 
839	92 
840	54 
841	107 
842	32 
843	65 
844	86 
845	49 
846	92 
847	38 
848	98 
849	21 
850	62 
851	57 
852	54 
853	60 
854	32 
855	79 
856	54 
857	31 
858	89 
859	98 
860	29 
861	49 
862	107 
863	5 
864	78 
865	34 62 
866	105 
867	18 
868	98 
869	28 
870	89 
871	4 
872	60 
873	65 
874	4 
875	60 
876	86 
877	13 
878	18 
879	101 
880	62 
881	13 
882	105 
883	68 77 
884	21 
885	55 
886	100 
887	62 
888	83 
889	79 
890	37 
891	98 
892	47 
893	22 
894	75 91 
895	54 
896	92 
897	22 
898	28 
899	37 
900	98 
901	83 
902	5 
903	25 
904	18 
905	98 
906	62 
907	61 68 
908	31 
909	4 
910	101 
911	13 
912	92 
913	79 
914	25 
915	105 
916	18 
917	89 
918	62 
919	105 
920	62 
921	79 
922	101 
923	47 
924	79 
925	60 
926	62 
927	101 
928	60 
929	100 
930	32 
931	109 
932	101 
933	38 
934	31 
935	60 
936	28 
937	58 92 
938	54 
939	98 
940	31 
941	79 
942	29 
943	37 
944	101 
945	47 
946	56 
947	28 
948	56 
949	37 
950	101 
951	89 
952	13 
953	22 
954	29 89 
955	22 
