1	554
1	844
1	941
2	256
2	534
2	741
3	273
3	639
3	793
4	491
4	624
4	953
5	200
5	937
5	970
6	135
6	695
6	809
7	205
7	245
7	836
8	241
8	384
8	789
9	536
9	788
9	864
10	634
10	861
10	880
11	252
11	419
11	871
12	808
12	945
12	988
13	636
13	766
13	998
14	561
14	842
14	979
15	206
15	317
15	689
16	34
16	107
16	180
17	174
17	884
17	962
18	183
18	811
18	902
19	840
19	849
19	934
20	679
20	802
20	936
21	277
21	733
21	929
22	702
22	918
22	974
23	79
23	917
23	970
24	275
24	817
24	987
25	187
25	282
25	739
26	408
26	723
26	979
27	547
27	696
27	874
28	474
28	482
28	953
29	43
29	97
29	515
30	66
30	131
30	842
31	161
31	596
31	825
32	380
32	424
32	970
33	372
33	376
33	963
34	16
34	60
34	219
35	164
35	676
35	723
36	557
36	672
36	859
37	767
37	837
37	901
38	728
38	890
38	988
39	103
39	934
39	981
40	494
40	663
40	802
41	353
41	552
41	962
42	388
42	575
42	800
43	29
43	874
43	992
44	629
44	695
44	985
45	231
45	840
45	972
46	58
46	671
46	994
47	431
47	875
47	904
48	263
48	472
48	832
49	717
49	771
49	967
50	388
50	584
50	620
51	786
51	940
51	969
52	681
52	894
52	914
53	381
53	612
53	973
54	110
54	676
54	692
55	653
55	893
55	985
56	343
56	684
56	855
57	114
57	372
57	888
58	46
58	546
58	569
59	148
59	492
59	503
60	34
60	738
60	754
61	508
61	952
61	969
62	504
62	603
62	613
63	651
63	903
63	928
64	585
64	605
64	928
65	773
65	907
65	969
66	30
66	230
66	882
67	521
67	603
67	697
68	674
68	715
68	924
69	735
69	987
69	996
70	510
70	600
70	603
71	735
71	909
71	943
72	126
72	717
72	823
73	185
73	507
73	690
74	498
74	559
74	874
75	257
75	850
75	853
76	685
76	823
76	989
77	380
77	855
77	926
78	174
78	490
78	960
79	23
79	350
79	862
80	395
80	867
80	922
81	577
81	599
81	994
82	827
82	949
82	952
83	497
83	751
83	958
84	423
84	786
84	969
85	567
85	580
85	769
